,latitud,longitud,property_type,property_rooms,property_surface_total,property_price
170476,-34.6247305707,-58.4091630019,Departamento,2.0,40.0,99000.0
17203,-34.6022479,-58.3946221,Departamento,1.0,32.0,65000.0
428590,-34.6262336857,-58.4398841858,Departamento,3.0,56.0,106500.0
149379,-34.5568912,-58.4410662,Departamento,3.0,65.0,215000.0
285884,-34.62139,-58.506366,Departamento,3.0,51.0,112000.0
14126,-34.5954207,-58.4344272,Casa,3.0,224.0,279000.0
94726,-34.587713374,-58.4005814455,Departamento,3.0,83.0,500000.0
368997,-34.5992498,-58.4113613,Departamento,3.0,76.0,169000.0
446387,-34.6017756,-58.4643023,Departamento,2.0,55.0,114000.0
426022,-34.597404,-58.423818,Departamento,1.0,40.0,68205.0
179996,-34.5930093,-58.397006,Departamento,2.0,60.574280545585395,123000.0
82276,-34.621974,-58.427085,Departamento,2.0,68.0,181000.0
91905,-34.541616,-58.4733768,Departamento,2.0,54.0,121000.0
72556,-34.6193246,-58.3700935,Departamento,2.0,41.0,135000.0
357100,-34.6502835,-58.5234313,PH,2.0,76.0,85000.0
189686,-34.5908568,-58.4349258,Departamento,1.0,35.0,89000.0
399414,-34.5923079,-58.4112855,Departamento,3.0,60.0,216000.0
53996,-34.6249388,-58.5077308,Departamento,1.0,33.0,67000.0
179110,-34.5646586,-58.4373706,Departamento,5.0,174.87821268441564,390000.0
12430,-34.590979,-58.394512,Departamento,2.0,34.0,88000.0
409198,-34.6458836,-58.5268711,PH,2.0,39.0,87000.0
250957,-34.5936314,-58.4359692,Departamento,1.0,48.0,109000.0
9262,-34.6207318,-58.4656144,Departamento,3.0,79.0,159000.0
48671,-34.6292734,-58.4417957,Departamento,1.0,34.0,69000.0
174419,-34.5786085,-58.4548154,Departamento,3.0,56.0,130000.0
193442,-34.626282,-58.45358,Departamento,4.0,104.0,215000.0
352527,-34.5772929,-58.4317786,Departamento,2.0,60.574280545585395,129000.0
63060,-34.5768583,-58.4868344,Departamento,2.0,53.0,150000.0
175985,-34.584093,-58.446211,Departamento,1.0,43.0,116000.0
454817,-34.5982671,-58.4388461,Departamento,3.0,74.0,120000.0
204825,-34.63393021,-58.37133026,Departamento,2.0,82.0,169000.0
40791,-34.5529951,-58.438309,Departamento,4.0,158.0,800000.0
9876,-34.5887998,-58.3958805,Departamento,4.0,113.0,248000.0
360665,-34.6255179,-58.4156427,Departamento,3.0,74.0,190000.0
429768,-34.6220025016,-58.519262025,PH,3.0,120.0,165000.0
151743,-34.6111852,-58.4019088,Departamento,2.0,50.0,79000.0
373799,-34.5684196202,-58.435038443,Departamento,3.0,74.0,168000.0
366994,-34.5759437771,-58.458228777,Departamento,3.0,46.0,110000.0
132135,-34.6040062,-58.4602356,PH,2.0,46.0,98000.0
321159,-34.6291689,-58.4492183,Departamento,4.0,154.0,545000.0
133690,-34.6219287,-58.4577629,Departamento,4.0,95.0,245000.0
100964,-34.591109,-58.3979322,Departamento,3.0,87.0,230000.0
192969,-34.5817128,-58.4078877,Departamento,3.0,118.0,450000.0
216532,-34.592628,-58.4133499,Departamento,3.0,85.0,210000.0
275590,-34.6657889,-58.4695858,PH,4.0,104.26665624338489,99000.0
9647,-34.5616844707,-58.461620992,Departamento,2.0,58.0,140000.0
303341,-34.6338897,-58.4891525,Departamento,3.0,66.0,95000.0
7861,-34.6018262,-58.4369967,Departamento,3.0,56.0,110000.0
30188,-34.5591599052,-58.4544253357,Departamento,4.0,91.0,169000.0
370819,-34.598737,-58.426602,Departamento,3.0,74.0,217268.0
220498,-34.5775116384,-58.4393193138,Departamento,2.0,90.0,400000.0
139193,-34.5830426,-58.4441009,Departamento,3.0,92.0,332300.0
235303,-34.5941216,-58.3783977,Departamento,7.0,180.0,490000.0
14607,-34.687174,-58.4603013,Departamento,3.0,59.0,75000.0
290553,-34.5828865805,-58.4276229069,Departamento,2.0,50.0,145000.0
101637,-34.6360132,-58.4714883,Casa,5.0,303.0,450000.0
134996,-34.5887659,-58.4251753,Departamento,1.0,45.0,148000.0
57970,-34.6178486,-58.4299758,Departamento,1.0,22.0,57000.0
434490,-34.5961997,-58.447842,Departamento,3.0,64.0,129500.0
429094,-34.568695,-58.4499988,Departamento,2.0,32.0,72000.0
333387,-34.6158446,-58.4979583,Departamento,2.0,54.0,145000.0
358913,-34.5876089,-58.4093015,Departamento,4.0,125.0,595000.0
168118,-34.6065254,-58.4307402,Departamento,3.0,12.0,23000.0
436493,-34.5882398,-58.4501652,Departamento,3.0,110.0,210140.0
154445,-34.5921884,-58.3790738,Departamento,5.0,201.0,630000.0
322814,-34.5937861,-58.432528,Departamento,3.0,58.0,190000.0
217165,-34.603587,-58.460766,Departamento,1.0,38.0,72500.0
441146,-34.5971127,-58.4393021,Departamento,4.0,109.0,359000.0
320440,-34.565974,-58.4338317,Departamento,4.0,319.0,790000.0
411779,-34.698989,-58.469994,Departamento,4.0,91.0,65000.0
26384,-34.5985084,-58.4430844,Departamento,1.0,33.0,85000.0
428116,-34.5465942,-58.4802146,Departamento,2.0,48.0,115000.0
356524,-34.5428539,-58.4620018,Departamento,5.0,165.0,620000.0
103891,-34.6120829,-58.3833981,Departamento,3.0,55.0,115000.0
59308,-34.6194313,-58.4333088,Departamento,4.0,80.0,158000.0
391287,-34.607993,-58.4510023,Casa,7.0,235.0,410000.0
316300,-34.5788986,-58.4122495,Departamento,1.0,22.0,85000.0
409723,-34.6012101,-58.3806013,Departamento,3.0,65.0,135000.0
150790,-34.6037602,-58.3809568,Departamento,2.0,50.0,105900.0
368511,-34.6007748,-58.4207452,Departamento,3.0,92.0,159000.0
223551,-34.628243,-58.4666126,Departamento,2.0,54.0,84000.0
15312,-34.5526149,-58.4802954,Casa,4.0,200.0,350000.0
12724,-34.5673404934,-58.4869382386,Departamento,1.0,35.0,88000.0
167617,-34.5733287,-58.4459086,Departamento,3.0,75.0,260000.0
216633,-34.5699758,-58.477266,Departamento,2.0,57.0,135000.0
278931,-34.5655554806,-58.4537339222,Departamento,4.0,98.0,198000.0
55639,-34.570074325,-58.4879270921,Departamento,1.0,48.0,125000.0
290044,-34.5930212,-58.4551516,Casa,4.0,120.0,470000.0
119194,-34.581372,-58.408388,Departamento,1.0,33.0,78000.0
361722,-34.5960517,-58.4277245,Departamento,3.0,103.25243823710231,244147.0
436427,-34.6046128,-58.3939542,Departamento,1.0,24.0,50000.0
432725,-34.6067384,-58.3894258,PH,4.0,137.0,218000.0
278957,-34.5665437,-58.4621682,Departamento,4.0,162.0,449000.0
441838,-34.5441723,-58.4787543,Departamento,3.0,69.0,275000.0
196602,-34.601926,-58.3753629,Departamento,1.0,38.51083610944731,48000.0
263176,-34.5493356,-58.4441263,Casa,5.0,400.0,1150000.0
190031,-34.5890659,-58.4034618,Departamento,2.0,54.0,190000.0
175227,-34.5719776,-58.4602559,Casa,5.0,500.0,840000.0
394932,-34.638061,-58.5039934,Casa,5.0,210.0,269000.0
319325,-34.574543687,-58.4867398786,Departamento,1.0,29.0,64000.0
430783,-34.6008,-58.4350373,Departamento,3.0,91.0,155000.0
178203,-34.6282221,-58.4501864,Departamento,4.0,100.0,368000.0
354010,-34.5799981,-58.4006109,Departamento,5.0,240.0,970000.0
459855,-34.586885,-58.451932,Departamento,1.0,36.0,75583.0
264339,-34.5939439,-58.3917351,Departamento,2.0,36.0,105000.0
250672,-34.580379,-58.471102,Departamento,1.0,15.0,21000.0
420443,-34.5877605,-58.4167562,Departamento,2.0,56.0,172000.0
324391,-34.6014556,-58.3986364,Departamento,3.0,71.0,133000.0
70243,-34.6095851161,-58.430855138,Departamento,1.0,47.0,95000.0
53679,-34.564895,-58.460904,Departamento,2.0,25.0,90000.0
441106,-34.5948467,-58.4093411,Departamento,3.0,87.0,160000.0
324068,-34.620427,-58.3662287,Departamento,2.0,38.0,55000.0
193536,-34.6588675,-58.4789972,Departamento,3.0,136.73425731353095,168000.0
26014,-34.5559888,-58.4658307,Departamento,4.0,148.0,431288.0
229156,-34.6028238,-58.4714073,Departamento,3.0,57.0,115000.0
192095,-34.5666262838,-58.433767944,Departamento,3.0,83.0,230000.0
30512,-34.5672815,-58.4858607,Departamento,3.0,98.0,199000.0
393374,-34.6108066,-58.4333659,PH,2.0,40.0,80000.0
392010,-34.6205256734,-58.4930298069,Casa,4.0,230.602265032229,250000.0
344428,-34.5501469,-58.482871,Casa,4.0,245.0,460000.0
107933,-34.5889503,-58.4317983,Casa,6.0,314.20181051200404,720000.0
24492,-34.6314264,-58.3742016,Departamento,1.0,39.0,92000.0
80300,-34.5497872,-58.4634726,Departamento,2.0,62.0,129000.0
358837,-34.5738651,-58.4589895,Departamento,4.0,120.0,250000.0
360317,-34.6259698,-58.445949,Departamento,2.0,72.0,219000.0
399837,-34.5724,-58.4954,Departamento,1.0,33.0,82500.0
428408,-34.6104818,-58.4126605,Departamento,3.0,82.0,120000.0
149978,-34.5912891,-58.5027757,PH,3.0,66.0,135000.0
104034,-34.599781,-58.509444,Departamento,4.0,148.0,349000.0
447639,-34.558787,-58.489339,Departamento,3.0,66.0,111775.0
46777,-34.5607769,-58.4425821,Departamento,2.0,40.0,115000.0
36868,-34.5902835,-58.4036508,Departamento,1.0,42.0,99000.0
296942,-34.620151,-58.429679,PH,3.0,51.0,109900.0
101016,-34.6112535,-58.3731145,Departamento,1.0,38.0,63900.0
149977,-34.5892281,-58.4978444,PH,3.0,133.0,215000.0
271025,-34.5788545,-58.413613,Departamento,5.0,155.0,750000.0
335066,-34.5865516,-58.4971283,PH,2.0,51.0,105000.0
217885,-34.6594582,-58.4781301,PH,5.0,170.0,125000.0
224372,-34.6295917,-58.4412794,Departamento,2.0,45.0,96000.0
440571,-34.541616,-58.4733768,Departamento,3.0,70.0,145000.0
64029,-34.5908054,-58.4058073,Departamento,4.0,96.0,260000.0
451375,-34.5553648,-58.4570444,Departamento,4.0,136.0,399000.0
16790,-34.589082,-58.4069793,Departamento,4.0,83.0,280000.0
84292,-34.6019334,-58.3904708,Departamento,2.0,31.0,57000.0
242769,-34.6348317,-58.4212588153,PH,4.0,96.0,289000.0
324397,-34.6087362,-58.4304911,Departamento,3.0,51.0,104900.0
92845,-34.6239373,-58.4331074,Departamento,3.0,76.0,150000.0
151740,-34.6372165,-58.368981,Departamento,1.0,42.0,64900.0
2793,-34.5990369,-58.4267449,Departamento,1.0,28.0,56000.0
319783,-34.5733479,-58.4993623,Departamento,3.0,48.0,155000.0
26136,-34.599525,-58.392525,Departamento,3.0,77.0,159000.0
427529,-34.6360437,-58.4904515,Departamento,2.0,90.0,75000.0
649,-34.5571084,-58.4595431,Departamento,3.0,61.0,125000.0
173850,-34.5932120421,-58.4247350693,Departamento,4.0,80.0,180000.0
139222,-34.5976123,-58.4193162,Departamento,2.0,63.62551186463439,149500.0
98341,-34.639374,-58.478846,PH,4.0,306.0,285000.0
355838,-34.616698,-58.517757,Departamento,2.0,72.0,120000.0
54900,-34.5477487,-58.4728785,Casa,3.0,105.0,180000.0
399129,-34.573952,-58.449256,Departamento,3.0,46.0,118000.0
35495,-34.6218176,-58.3946176,Departamento,4.0,74.0,193000.0
319314,-34.5838344,-58.4757217,Departamento,2.0,60.0,149500.0
340387,-34.5578241,-58.4449218,PH,2.0,51.0,170000.0
176857,-34.5863457483,-58.4437787533,PH,3.0,93.0,225000.0
293363,-34.5724437,-58.4474094,Departamento,1.0,40.0,79500.0
58608,-34.633781,-58.4101292,Departamento,2.0,147.0,209000.0
72569,-34.5743883,-58.4487278,Departamento,3.0,70.0,160749.0
319199,-34.578577,-58.4484936,Departamento,3.0,56.0,128000.0
32167,-34.5693854,-58.4514515,Departamento,2.0,46.0,149000.0
15880,-34.6113474,-58.4795848,PH,4.0,107.0,160000.0
43076,-34.5904249,-58.3954006,Departamento,3.0,39.0,74000.0
228204,-34.6010457,-58.434399,Departamento,3.0,88.0,210000.0
67560,-34.6088861,-58.4411834,Departamento,2.0,47.0,110000.0
327248,-34.6117528,-58.42402,Departamento,3.0,130.0,185000.0
213760,-34.5826359118,-58.4134912491,Departamento,5.0,147.0,320000.0
272188,-34.6030397,-58.4633505,Departamento,4.0,112.0,255000.0
451167,-34.6442645,-58.391683,Departamento,3.0,56.0,79900.0
11124,-34.6238459,-58.3662644,Departamento,1.0,33.0,105000.0
372645,-34.5825823,-58.4271289,Departamento,5.0,205.0,890000.0
356853,-34.608469,-58.4479,Departamento,3.0,80.0,162000.0
378286,-34.623199,-58.3960918,Departamento,1.0,30.0,43000.0
247593,-34.6099404,-58.4977732,PH,3.0,119.0,179900.0
210200,-34.5943328,-58.4282463,Departamento,1.0,35.0,89900.0
205527,-34.6378209,-58.3732082,Casa,6.0,279.0,440000.0
81925,-34.5764055,-58.4307595,Departamento,4.0,105.0,215000.0
159093,-34.5842391,-58.5021363,Departamento,2.0,54.0,115000.0
436459,-34.6227648,-58.4372892,Departamento,1.0,23.0,46500.0
447654,-34.6218585,-58.4434877,Departamento,3.0,69.0,130000.0
241501,-34.5962543,-58.4399461,Departamento,1.0,36.0,77000.0
406986,-34.6082194702,-58.4859589074,Departamento,3.0,67.0,145000.0
264617,-34.583688,-58.469951,Departamento,1.0,30.0,62900.0
68460,-34.5874466,-58.4502266,Departamento,2.0,44.0,85000.0
393123,-34.64004,-58.463595,PH,3.0,125.0,118500.0
370048,-34.5724615,-58.4219398,Departamento,2.0,29.0,85000.0
186387,-34.603207,-58.4335881,Departamento,3.0,62.0,109900.0
240863,-34.5821068,-58.4488264,Departamento,3.0,79.0,231678.0
120466,-34.5538805,-58.4731562,Casa,2.0,57.52304922653639,150000.0
229205,-34.6210341,-58.4553013,Departamento,4.0,198.0,500000.0
393387,-34.628537,-58.437923,PH,3.0,115.0,165000.0
44431,-34.6173329,-58.4157446,PH,3.0,36.0,219000.0
337610,-34.6092344,-58.3957999,Departamento,3.0,65.0,115000.0
64014,-34.5855897,-58.4797576,Departamento,1.0,22.0,53000.0
9433,-34.5972724,-58.4239525,Departamento,2.0,55.0,165000.0
133219,-34.5737081,-58.4228956,Departamento,1.0,29.0,73000.0
365499,-34.5806651,-58.4408457963,Departamento,4.0,81.0,249000.0
440556,-34.541616,-58.4733768,Departamento,4.0,183.0,500000.0
275047,-34.557444,-58.488172,Casa,5.0,212.0,449500.0
423396,-34.5984704,-58.3946725,Departamento,4.0,82.0,200000.0
294493,-34.5537663,-58.4434283,Casa,5.0,412.8742555702378,920000.0
193603,-34.642037,-58.439599,Departamento,2.0,63.0,75500.0
424103,-34.6178187,-58.4206489,Departamento,2.0,31.0,48000.0
189949,-34.605846,-58.465319,Departamento,1.0,38.0,98000.0
199092,-34.583265,-58.452488,Departamento,3.0,56.0,118000.0
2862,-34.5801405,-58.4840763,Departamento,3.0,73.0,166000.0
252876,-34.580344,-58.459045,Departamento,2.0,37.0,65000.0
60269,-34.5993291,-58.4338327,Departamento,3.0,84.0,183000.0
116457,-34.5702717,-58.4872956,Departamento,3.0,77.0,275000.0
362177,-34.5703636,-58.451507,Departamento,4.0,88.0,109000.0
6527,-34.634583,-58.3976979,Departamento,3.0,61.0,118000.0
7720,-34.6061789,-58.3999321,Departamento,3.0,98.67559125852881,120000.0
314872,-34.5545188,-58.4915986,PH,2.0,54.0,125000.0
17922,-34.6346086,-58.5100646,Departamento,2.0,53.0,69000.0
366758,-34.5814257627,-58.4030628204,Departamento,5.0,117.0,175000.0
10018,-34.5934353,-58.4765659,Departamento,1.0,41.0,95500.0
391450,-34.5999438011,-58.3981981683,Departamento,1.0,33.0,83000.0
115176,-34.6097404,-58.44273,Departamento,3.0,60.0,185000.0
67321,-34.6215574383,-58.4765889394,Departamento,4.0,74.0,125000.0
423018,-34.6180138,-58.4684086,Departamento,4.0,52.0,95000.0
96788,-34.5791575225,-58.4951699773,Departamento,1.0,31.0,78000.0
21531,-34.6055197,-58.4395688,PH,4.0,160.0,225000.0
90108,-34.6841962,-58.4781247,PH,3.0,72.0,110000.0
127915,-34.60469,-58.5006169,PH,3.0,95.6243599394798,115000.0
186808,-34.5543071,-58.4582496,Departamento,2.0,43.0,119900.0
216493,-34.6021178,-58.4202478,Departamento,1.0,41.0,94990.0
299239,-34.6333115,-58.526974,PH,3.0,82.0,174000.0
436503,-34.617725,-58.3888854,Departamento,1.0,34.0,70000.0
335781,-34.6104617,-58.4083736,Departamento,2.0,60.0,65000.0
68607,-34.6426861,-58.4995361,PH,1.0,63.0,78000.0
452763,-34.6076211107,-58.449754715,Departamento,3.0,114.0,198000.0
430500,-34.612033,-58.499382,Casa,3.0,132.0,265000.0
387717,-34.6525766856,-58.4760497362,PH,3.0,79.0,125000.0
72219,-34.5915458576,-58.3777045233,Departamento,3.0,77.0,220000.0
400098,-34.6327924,-58.4254478,Departamento,1.0,44.0,73500.0
40882,-34.5921825,-58.3999028,Departamento,3.0,61.0,99800.0
386507,-34.5912061,-58.4133737,Departamento,2.0,40.0,120000.0
85742,-34.568339,-58.45076,Departamento,5.0,127.0,249000.0
229103,-34.5615594558,-58.4612904118,Departamento,1.0,34.0,69800.0
375883,-34.5959384,-58.4472619,Departamento,3.0,66.0,110000.0
212862,-34.6428983,-58.5076741,Departamento,2.0,60.0,130000.0
443058,-34.597019,-58.4541047,Departamento,3.0,86.0,122000.0
177763,-34.6141266,-58.4127772,Departamento,3.0,76.0,140000.0
398546,-34.5837636,-58.404208,Departamento,3.0,70.0,210000.0
41926,-34.584596,-58.464357,Departamento,1.0,38.0,111211.0
325978,-34.5901586,-58.4346213,Departamento,2.0,48.0,96000.0
407217,-34.6307068,-58.5028734,PH,2.0,58.28585705629864,127000.0
425385,-34.541616,-58.4733768,Departamento,2.0,52.0,33396.0
67630,-34.5962497,-58.4401805,Departamento,2.0,51.0,160000.0
27493,-34.6123982,-58.4267032,Departamento,3.0,72.0,200000.0
452580,-34.612821,-58.3960372,Departamento,3.0,54.0,66900.0
275110,-34.6232323,-58.4566627,Departamento,3.0,65.0,173000.0
323133,-34.5915304089,-58.4012818336,Departamento,2.0,42.0,109000.0
39844,-34.6261244,-58.3859524,Departamento,2.0,32.0,49000.0
60077,-34.6199614,-58.4402762,Departamento,1.0,31.0,99900.0
346385,-34.6165523,-58.3616714,Departamento,2.0,90.0,348000.0
282137,-34.6202844,-58.4638128,Departamento,3.0,59.0,128000.0
176904,-34.6310966,-58.3855264,PH,1.0,34.0,51000.0
45740,-34.55470844,-58.4649079074,Departamento,3.0,76.0,225000.0
428120,-34.5460605,-58.4757661,Departamento,2.0,58.0,163000.0
93250,-34.6023762,-58.3637807,Departamento,3.0,145.0,580000.0
295791,-34.6209497,-58.4335258,Departamento,2.0,45.0,112000.0
419649,-34.6129003091,-58.4801940455,Departamento,1.0,33.0,63000.0
430782,-34.5970004,-58.4431854,Departamento,3.0,83.0,149000.0
892,-34.6121421958,-58.3875918388,Departamento,4.0,94.0,110000.0
438552,-34.6091304,-58.4289953,PH,6.0,110.0,215000.0
433205,-34.5835318,-58.5106518,Casa,4.0,314.0,650000.0
120304,-34.5749868,-58.4206108,Departamento,2.0,48.0,165000.0
142030,-34.5647092,-58.4516769,Departamento,3.0,93.0,218000.0
362418,-34.5938938763,-58.4662313124,PH,2.0,37.0,55000.0
330082,-34.6056132206,-58.3833896555,Departamento,5.0,143.0,229900.0
25809,-34.5693319,-58.4365847,Departamento,2.0,55.0,217000.0
72694,-34.6207731,-58.4046547,Departamento,1.0,33.0,65000.0
48157,-34.6023118,-58.4073012,Departamento,2.0,41.0,78000.0
25601,-34.6285911,-58.3667682,Departamento,3.0,58.0,65000.0
287715,-34.6206891995,-58.3933210373,Departamento,3.0,60.0,92000.0
412799,-34.6343889,-58.4395236,Departamento,3.0,57.0,123000.0
261340,-34.6352069,-58.3957982,Departamento,3.0,48.0,107000.0
233060,-34.580776,-58.431556,Departamento,1.0,34.0,105000.0
163100,-34.5518196441,-58.4385584153,Departamento,3.0,120.0,760000.0
403,-34.5899989,-58.4047261,Departamento,2.0,52.0,130000.0
194183,-34.5526123,-58.46379471,Departamento,3.0,45.0,135000.0
306046,-34.5506766,-58.4681514,Departamento,2.0,46.0,135000.0
76134,-34.691710914,-58.4669208527,Casa,4.0,196.0,159000.0
120684,-34.5742334,-58.4233549,Departamento,3.0,97.0,550000.0
229609,-34.5979253,-58.5041891,PH,3.0,84.0,175000.0
327201,-34.5542850411,-58.4549232139,Departamento,2.0,51.0,154000.0
145309,-34.5648286,-58.4975034,Casa,5.0,309.1323907225717,595000.0
162615,-34.5821257,-58.4671614,Departamento,1.0,39.0,70000.0
401759,-34.620159,-58.438282,Departamento,4.0,132.0,265000.0
322000,-34.6324898,-58.5050859,PH,3.0,142.0,125000.0
13903,-34.5569619,-58.4904435,Departamento,3.0,62.0,155000.0
189671,-34.5853097,-58.4416517,Departamento,3.0,56.0,95000.0
207687,-34.6327031,-58.4131251,PH,4.0,314.0,270000.0
449012,-34.6393013,-58.4491632,Casa,3.0,130.0,184800.0
187989,-34.6045384,-58.4249555,Departamento,1.0,42.0,83698.0
445297,-34.5550677,-58.438861,Departamento,4.0,119.0,415000.0
34138,-34.5561851809,-58.4468765323,Departamento,2.0,47.0,125000.0
332208,-34.6075523,-58.4261068,Departamento,3.0,64.0,115000.0
355833,-34.6013825,-58.437291,Departamento,2.0,64.0,157075.0
449065,-34.6369443,-58.4630382,Casa,5.0,143.0,210000.0
185461,-34.5667861,-58.4845119,Departamento,2.0,48.0,148000.0
320497,-34.5834061,-58.4236873,Departamento,1.0,38.0,108000.0
82410,-34.5995902363,-58.3733104386,Departamento,2.0,38.0,59900.0
371064,-34.5760225,-58.4483554,Departamento,5.0,190.8971771094229,440000.0
233802,-34.5708421,-58.4918048,Departamento,2.0,62.0,124600.0
265159,-34.5893058,-58.3909672,Departamento,2.0,39.0,167000.0
332779,-34.6005554,-58.4045512,Departamento,3.0,75.0,145000.0
82679,-34.6292326,-58.417946,PH,3.0,148.0,167000.0
32485,-34.590995,-58.4066051,Departamento,1.0,32.0,95000.0
316602,-34.5589521,-58.4460034,Departamento,4.0,114.0,380000.0
93288,-34.5632208,-58.4925477,Departamento,3.0,65.0,185000.0
273815,-34.5926076,-58.4108793,Departamento,1.0,31.0,89900.0
117532,-34.5794789,-58.4408247,Departamento,1.0,33.0,95000.0
147723,-34.5939756,-58.4018956,Departamento,4.0,106.0,289000.0
142006,-34.5545267,-58.4556158,Departamento,4.0,198.0,673200.0
96233,-34.6067447,-58.4180552,Departamento,3.0,58.0,142000.0
440815,-34.5645111,-58.4646465,Departamento,3.0,100.0,439000.0
277226,-34.5774916,-58.4135461,Departamento,1.0,39.0,165000.0
367625,-34.5976015,-58.433053,Departamento,1.0,44.0,75000.0
431190,-34.6229635,-58.4088964,Departamento,3.0,60.0,125000.0
101005,-34.6248409,-58.4318003,Departamento,2.0,49.0,105500.0
11257,-34.6477359,-58.4899515,Departamento,2.0,50.0,120000.0
43189,-34.5892417,-58.4682896,PH,5.0,187.0,240000.0
100684,-34.624730304,-58.4255504621,Departamento,2.0,58.0,119900.0
189304,-34.5819204243,-58.4897518158,Casa,6.0,210.0,349000.0
103645,-34.634677,-58.3710904,Departamento,4.0,145.0,270000.0
12822,-34.6306812,-58.4116428,Departamento,3.0,69.0,135000.0
