,latitud,longitud,property_type,property_rooms,property_surface_total,property_price
243403,-34.6339985,-58.4809759,Departamento,4.0,89.0,185000.0
242537,-34.600441,-58.442166,Departamento,3.0,64.0,114900.0
396881,-34.62408,-58.414135,Departamento,1.0,37.0,62500.0
325014,-34.6120253,-58.4156966,PH,3.0,62.0,185000.0
204244,-34.5905613,-58.4750224,Departamento,1.0,32.0,56256.0
262676,-34.5980542,-58.4135918,Departamento,3.0,62.0,135000.0
7353,-34.5733814,-58.4216911,Departamento,3.0,99.0,690000.0
380068,-34.6134003,-58.361784,Departamento,3.0,115.0,530000.0
233010,-34.587768,-58.439884,Departamento,2.0,78.0,152000.0
397075,-34.6263168,-58.4550161,Departamento,2.0,65.0,125000.0
413774,-34.5656159997,-58.4420467339,Departamento,6.0,289.0,840000.0
53383,-34.5537001,-58.4618088,Departamento,1.0,57.0,140000.0
67962,-34.5506361175,-58.4575384855,Departamento,2.0,68.0,145500.0
436431,-34.6074056,-58.3988565,Departamento,3.0,77.0,140000.0
260181,-34.5422956,-58.4642452,Departamento,1.0,47.0,156796.0
290339,-34.6336771,-58.4234441,Departamento,3.0,43.0,67000.0
113807,-34.558517,-58.4465195,Departamento,1.0,85.0,290000.0
304438,-34.619397,-58.436328,Departamento,2.0,37.0,104900.0
76889,-34.5971607,-58.4039966,Departamento,3.0,118.0,190000.0
412191,-34.5741832,-58.4388499,Departamento,4.0,290.0,449900.0
160105,-34.5945357,-58.3972852,Departamento,3.0,108.30160209374864,164000.0
379987,-34.5967634,-58.4072874,Departamento,2.0,57.0,125000.0
97083,-34.592027,-58.388292,Departamento,5.0,500.0,335000.0
199982,-34.5687455,-58.496871,PH,2.0,68.0,120000.0
180011,-34.5438176,-58.4806155,Departamento,2.0,45.0,140000.0
316973,-34.6176664,-58.3782254,Departamento,1.0,28.0,48000.0
68085,-34.5967079805,-58.419856686,Departamento,5.0,89.0,180000.0
264303,-34.5870101,-58.3992871,Departamento,4.0,105.0,360000.0
420448,-34.5919724,-58.4168387,Departamento,4.0,137.0,650000.0
22972,-34.5620842317,-58.4537082604,Departamento,4.0,115.0,380000.0
86119,-34.625192,-58.452399,Departamento,1.0,40.0,107000.0
74434,-34.5704037,-58.4512698,Departamento,2.0,44.0,108000.0
9891,-34.5979219,-58.4114394,Departamento,4.0,120.0,385000.0
206146,-34.5826889107,-58.4018719196,Departamento,2.0,53.0,100000.0
301511,-34.6392351,-58.4326046,PH,4.0,187.0,275000.0
284502,-34.586132,-58.4080654,Departamento,3.0,106.0,324000.0
165421,-34.5796943,-58.4722307,Departamento,1.0,31.0,85000.0
296788,-34.5648397,-58.4377431,Departamento,4.0,150.0,875000.0
94814,-34.66138,-58.505763,Casa,4.0,340.0,265000.0
75430,-34.5677728232,-58.4592711926,Departamento,2.0,54.0,130000.0
395302,-34.639708,-58.432836,Casa,4.0,191.0,260000.0
235275,-34.6005501,-58.4637707,Departamento,3.0,83.0,162000.0
33462,-34.5828496,-58.4263709,Departamento,2.0,34.0,90000.0
428862,-34.6212009,-58.3816272,Departamento,1.0,43.0,80000.0
459850,-34.6228274498,-58.4401090762,Departamento,1.0,39.0,110000.0
231254,-34.6301709,-58.4081286,Departamento,3.0,74.0,198000.0
3840,-34.5897354,-58.3834643,Departamento,4.0,132.0,350000.0
186856,-34.5835176,-58.4476053,Departamento,1.0,48.0,144000.0
30355,-34.611029,-58.3840227,Departamento,1.0,20.0,34220.0
199304,-34.6203801806,-58.4553605318,Departamento,1.0,36.0,75000.0
423078,-34.6098262,-58.4289656,Departamento,3.0,73.0,160000.0
392508,-34.5834729,-58.4339054,Departamento,3.0,67.0,270804.0
62265,-34.6042947,-58.396161,Departamento,6.0,161.0,150000.0
66985,-34.5904005,-58.4897626,PH,3.0,77.0,168000.0
115223,-34.6282221,-58.4501864,Departamento,3.0,78.0,310000.0
346226,-34.6229489,-58.4389014,Departamento,4.0,90.0,169000.0
178389,-34.6064449,-58.4466075,Departamento,1.0,44.0,107800.0
385708,-34.6183694,-58.3984724,Departamento,3.0,78.0,110000.0
289502,-34.5838649,-58.4719392,Departamento,1.0,18.0,54000.0
92470,-34.5534990839,-58.4377352047,Departamento,4.0,147.0,750000.0
223916,-34.5855565,-58.4035027,Departamento,3.0,85.0,214000.0
289295,-34.6153363,-58.396258,Departamento,4.0,89.0,160000.0
65338,-34.6166228,-58.4167428,Departamento,2.0,53.70901007772514,69000.0
367766,-34.6256459,-58.395791,Departamento,3.0,73.0,101500.0
285943,-34.6063121,-58.4932263,Departamento,2.0,44.0,99900.0
19839,-34.6037389,-58.3815704,Departamento,1.0,50.0,195000.0
353379,-34.5963358,-58.5137914,PH,3.0,115.0,259000.0
89470,-34.5976023,-58.4023691,Departamento,3.0,47.0,90000.0
312489,-34.6243016,-58.3960885,Departamento,2.0,44.0,69000.0
254211,-34.5826874,-58.4347436,Departamento,2.0,55.0,165000.0
117726,-34.570574,-58.440566,Departamento,1.0,36.0,85000.0
399919,-34.5671676427,-58.4962534904,Departamento,2.0,52.0,127000.0
199229,-34.6296419,-58.4415407,Departamento,1.0,41.0,75400.0
74541,-34.6701934,-58.498634,Departamento,3.0,44.0,45000.0
334445,-34.5669698,-58.4535274,Departamento,4.0,110.0,490000.0
291041,-34.5755847,-58.4843341,Departamento,2.0,45.0,98000.0
115177,-34.6205859,-58.4397399,Departamento,2.0,140.0,240000.0
375321,-34.5636463,-58.4831988,Departamento,1.0,52.0,99000.0
301105,-34.5961647,-58.4070073,Departamento,3.0,63.0,123500.0
72424,-34.5542668,-58.4590308,Departamento,3.0,70.0,169000.0
121168,-34.6225438,-58.4035763,PH,4.0,150.0,192000.0
52099,-34.5652969,-58.4688789,Departamento,3.0,72.0,120000.0
197053,-34.6126568,-58.3928312,Departamento,3.0,72.0,138500.0
275588,-34.611826,-58.516024,Departamento,3.0,84.0,204700.0
82551,-34.6307038,-58.4009014,Departamento,2.0,40.0,97000.0
408033,-34.596366,-58.3741636,Departamento,1.0,30.0,110000.0
248202,-34.5575603,-58.4585313,Departamento,3.0,68.0,268000.0
137178,-34.5820981,-58.4488594,Departamento,3.0,72.0,231382.0
123571,-34.5994637,-58.4063201,Departamento,4.0,86.0,115000.0
139119,-34.585783,-58.440259,Departamento,1.0,31.0,80000.0
61997,-34.588687,-58.4139143,Departamento,1.0,39.72705896548431,110000.0
452638,-34.616892602,-58.4429311752,Departamento,1.0,49.0,120614.0
248086,-34.570183,-58.432278,Departamento,3.0,69.0,200000.0
215221,-34.6065318,-58.4120944,Departamento,2.0,38.0,53900.0
76454,-34.54457,-58.4620939,Departamento,2.0,49.0,220000.0
379831,-34.6138181,-58.4354422,Departamento,3.0,45.0,89000.0
77955,-34.6001098,-58.4516935,Casa,3.0,239.0,215000.0
253248,-34.620674,-58.505826,PH,3.0,52.0,85000.0
323977,-34.5557748,-58.4561999,Departamento,2.0,50.0,138000.0
323045,-34.6264548,-58.4390929,Departamento,2.0,45.0,125000.0
322379,-34.6043609,-58.4985165,Casa,4.0,137.0,200000.0
65279,-34.6276522,-58.4630945,Departamento,4.0,158.0,269000.0
10451,-34.5789817816,-58.4551869898,PH,4.0,160.0,215000.0
108957,-34.6049741,-58.4590126,Departamento,3.0,70.0,148000.0
17760,-34.5946579,-58.3849996,Departamento,2.0,38.0,100000.0
366250,-34.5602808,-58.4611312,PH,5.0,310.0,379000.0
32993,-34.599753,-58.410959,Departamento,2.0,46.0,70000.0
27893,-34.5550911951,-58.4902684,Departamento,1.0,91.0,121500.0
123469,-34.5526451,-58.4523179,Departamento,3.0,47.0,140000.0
278036,-34.631172,-58.4317959,PH,3.0,128.0,140000.0
197007,-34.6166228,-58.4167428,Departamento,2.0,53.70901007772514,69000.0
290492,-34.5670443,-58.4319321,Departamento,3.0,90.0,180000.0
71632,-34.606579,-58.482521,PH,3.0,125.0,189000.0
150824,-34.621187,-58.3617989,Departamento,3.0,123.0,595000.0
259226,-34.5938474,-58.4036031,Departamento,3.0,70.0,270000.0
300820,-34.6095321,-58.5028939,Departamento,2.0,44.0,99000.0
426102,-34.5860322,-58.4217649,Departamento,2.0,44.0,75000.0
371282,-34.6106033,-58.4341232,Departamento,4.0,83.0,235000.0
373169,-34.6029365,-58.4996698,Departamento,3.0,78.0,173000.0
261153,-34.595518,-58.4410204,Departamento,2.0,44.0,115000.0
93325,-34.5693379,-58.4795556,Departamento,3.0,75.0,160000.0
15000,-34.5759017,-58.4351589,Departamento,2.0,57.0,190000.0
421924,-34.6114471,-58.4078458,Departamento,3.0,64.0,110000.0
401290,-34.6222823,-58.458628,Departamento,1.0,39.0,81000.0
156416,-34.6201329647,-58.3895230293,Departamento,1.0,36.0,72000.0
78624,-34.6586506,-58.5167792,Casa,4.0,152.0,200000.0
339906,-34.628191,-58.437675,Departamento,3.0,83.0,185889.0
408340,-34.624057,-58.481639,Departamento,2.0,44.0,59000.0
330975,-34.5829616,-58.4483742,Departamento,1.0,48.0,144000.0
50419,-34.578697,-58.4402639,Departamento,1.0,29.0,87000.0
236817,-34.590741,-58.4082573,Departamento,4.0,152.0,350000.0
240818,-34.6098262,-58.4289656,Departamento,1.0,44.0,79900.0
442083,-34.5895026,-58.419081,Departamento,1.0,36.0,95000.0
432012,-34.6378974,-58.4238744,PH,4.0,166.0,146000.0
252849,-34.6112614,-58.4424589,Departamento,2.0,32.0,55500.0
216107,-34.6329685,-58.3724727,Casa,4.0,361.0,619900.0
434372,-34.5706434,-58.4462862,Departamento,3.0,107.0,246000.0
273758,-34.6132616,-58.3987791,Departamento,2.0,38.0,56000.0
84064,-34.585801443,-58.3939931762,Departamento,3.0,59.0,178000.0
343610,-34.5628724,-58.4437972,Departamento,3.0,78.0,164000.0
285202,-34.637829,-58.424183,Departamento,7.0,177.0,220000.0
74081,-34.6207965,-58.5180302,Casa,4.0,260.0,400000.0
72661,-34.6854107,-58.4605084,Departamento,4.0,72.0,85000.0
168065,-34.62046,-58.4414,Departamento,4.0,148.0,445000.0
170346,-34.590073,-58.449134,Departamento,2.0,64.0,138000.0
206905,-34.552412,-58.4978042,PH,2.0,45.0,120000.0
135386,-34.6211992,-58.3815953,Departamento,1.0,42.0,65000.0
432694,-34.6488101,-58.5086902,PH,3.0,98.0,150000.0
400197,-34.5776311,-58.5028505,Departamento,4.0,99.0,179000.0
116364,-34.6091569,-58.3751302,Departamento,3.0,87.99628164185731,88000.0
297451,-34.6089787,-58.4260295,Casa,5.0,278.0,700000.0
36919,-34.6194061,-58.4519993,Departamento,3.0,60.0,163000.0
436019,-34.5734031,-58.4388139,Departamento,3.0,98.0,199500.0
95143,-34.6014234,-58.4322874,Departamento,2.0,38.0,85000.0
288866,-34.609519,-58.4158139,Departamento,2.0,55.0,85000.0
379985,-34.5987724,-58.4116326,Departamento,3.0,70.0,230000.0
261357,-34.6115723,-58.478802,Departamento,1.0,45.0,88000.0
376736,-34.5860842,-58.3957509,Departamento,6.0,360.0,1100000.0
432678,-34.5468374,-58.4832177,PH,3.0,66.0,70000.0
454656,-34.6021132,-58.3893552,Departamento,2.0,37.0,78000.0
262289,-34.5922782,-58.5193665,Departamento,2.0,43.0,115000.0
124533,-34.5754604,-58.4196081,Departamento,5.0,150.0,460000.0
15307,-34.5458035,-58.4852386,Departamento,3.0,64.0,204900.0
419654,-34.6094596,-58.4774049,Departamento,2.0,37.0,70000.0
191816,-34.5867668145,-58.4121426878,Departamento,2.0,37.0,89000.0
103883,-34.6283719,-58.4355018,Departamento,1.0,28.0,63000.0
316616,-34.557254,-58.445597,Departamento,3.0,134.0,580000.0
392444,-34.6168914,-58.4228691,Departamento,3.0,53.0,99000.0
157331,-34.6227249,-58.4425035,Departamento,3.0,54.0,142000.0
176172,-34.5562587,-58.4645662,Departamento,2.0,48.0,149000.0
428127,-34.5543292,-58.4929771,Departamento,1.0,51.0,95000.0
168410,-34.5908577,-58.3994593,Departamento,4.0,190.0,320000.0
176679,-34.637611,-58.402928,Departamento,1.0,32.0,58000.0
408449,-34.6052379617,-58.4566194472,Departamento,3.0,51.0,90000.0
254840,-34.5770878,-58.4932238,Departamento,1.0,29.0,60000.0
315593,-34.6192503,-58.3924917,Departamento,3.0,58.0,130000.0
47524,-34.6190345,-58.394401,PH,2.0,36.0,58000.0
361401,-34.5519464,-58.4720775,Departamento,2.0,42.0,125000.0
22781,-34.5976123,-58.4193162,Departamento,2.0,63.62551186463439,143900.0
240461,-34.5987724,-58.4116326,Departamento,3.0,70.0,230000.0
427120,-34.5644908104,-58.4584683285,Departamento,3.0,63.0,130000.0
173869,-34.5851903,-58.4236857,Departamento,2.0,79.0,143000.0
347711,-34.5962531,-58.3732328,Departamento,1.0,22.0,39000.0
406912,-34.5774555,-58.4813248,Departamento,2.0,55.0,155000.0
369243,-34.6876477,-58.4720672,PH,2.0,46.0,64900.0
439085,-34.6233371,-58.4273849,Departamento,3.0,62.0,105000.0
440578,-34.541616,-58.4733768,Departamento,3.0,79.0,187000.0
51164,-34.5752248,-58.4842584,Departamento,3.0,59.0,205000.0
1491,-34.5847586,-58.4877231,PH,4.0,144.0,210000.0
401707,-34.5884786,-58.3977702,Departamento,4.0,115.0,498000.0
158634,-34.554356,-58.458076,Departamento,2.0,60.0,179900.0
153973,-34.5892134469,-58.4471743022,Casa,4.0,196.0,270000.0
414575,-34.6336526,-58.4621641,PH,3.0,48.0,110000.0
93193,-34.6831705,-58.4677861,Departamento,3.0,52.0,49900.0
358371,-34.5965436,-58.4187384,Departamento,4.0,145.0,469000.0
418816,-34.6182814,-58.4860183,PH,3.0,61.0,97000.0
191787,-34.6430045,-58.4937127,Departamento,3.0,55.0,104000.0
425638,-34.6043978597,-58.4304897323,Departamento,4.0,124.0,240000.0
140939,-34.6087362,-58.4304911,PH,3.0,90.28470513114405,150000.0
273691,-34.5680799,-58.4600668693,Departamento,5.0,200.0,465000.0
445693,-34.5863145,-58.4997804,Departamento,2.0,54.0,99000.0
82487,-34.6265922,-58.4137897,Departamento,1.0,34.0,67900.0
65732,-34.603217,-58.440263,Departamento,2.0,43.0,72000.0
227858,-34.5981708,-58.3782478,Departamento,2.0,32.0,89000.0
409653,-34.5942813,-58.3980641,Departamento,2.0,43.0,120000.0
178233,-34.6659683,-58.5119083,Departamento,3.0,70.0,94900.0
2524,-34.5575725129,-58.4599256516,Departamento,1.0,40.0,107640.0
428159,-34.5593779,-58.4857883,PH,5.0,321.0,360000.0
54007,-34.6019334,-58.3904708,Departamento,1.0,32.0,49900.0
117578,-34.570574,-58.440566,Departamento,1.0,36.0,85000.0
430733,-34.5920406,-58.4426118,Departamento,1.0,40.0,43148.0
66798,-34.5948862,-58.4146155,Departamento,1.0,39.0,78500.0
334310,-34.5948359,-58.4093741,Departamento,3.0,104.01524606686456,155000.0
149475,-34.590408,-58.3956484,Departamento,5.0,154.0,440000.0
358604,-34.550344,-58.469045,Departamento,3.0,95.0,185000.0
406918,-34.57746,-58.491638,Departamento,3.0,67.0,220000.0
12519,-34.6283136,-58.4371668,Departamento,4.0,100.0,219000.0
30201,-34.5668425,-58.4578705,Departamento,3.0,94.0,220000.0
243085,-34.5867097,-58.4190972,Departamento,2.0,39.0,127000.0
310354,-34.5617309863,-58.4555276857,Departamento,4.0,83.0,240000.0
295957,-34.5870894,-58.4035693,Departamento,3.0,80.0,255000.0
15311,-34.5531721661,-58.477241993,Departamento,3.0,64.0,115000.0
152090,-34.55888,-58.462844,Departamento,3.0,69.0,135000.0
307903,-34.5606129,-58.4640169,Departamento,1.0,42.0,148400.0
256052,-34.6121092,-58.4138195,Departamento,2.0,42.0,89000.0
204958,-34.6283524,-58.4298975,Departamento,1.0,30.0,75000.0
434953,-34.6478047044,-58.4902209392,PH,6.0,108.0,95000.0
92695,-34.5967436633,-58.3869419827,Departamento,6.0,148.0,339000.0
91937,-34.5983446966,-58.3723646376,Departamento,2.0,76.0,135000.0
386109,-34.5785148,-58.413294,Departamento,1.0,43.0,159800.0
64403,-34.6305463,-58.3714989,Departamento,3.0,93.33593645019306,110000.0
185268,-34.5838691,-58.3998202,Departamento,2.0,57.0,149000.0
309967,-34.6239004,-58.4617879,Departamento,4.0,160.0,370000.0
254397,-34.5666317,-58.4699004,Departamento,4.0,99.0,248000.0
169912,-34.5827218,-58.4149358,Departamento,4.0,181.0,580000.0
36948,-34.6194061,-58.4519993,PH,4.0,103.0,125000.0
202254,-34.6031034,-58.4558547,PH,4.0,144.0,198000.0
390198,-34.6234595,-58.4488796,Departamento,3.0,58.0,99000.0
220976,-34.6568941,-58.4038247,Departamento,3.0,59.0,49000.0
76397,-34.625225,-58.417855,Departamento,2.0,44.0,80000.0
259660,-34.5929414,-58.4260817,Departamento,1.0,31.0,79000.0
46390,-34.5808902,-58.4342062,Departamento,1.0,40.0,120000.0
46988,-34.6172257,-58.3971773,PH,3.0,58.0,105900.0
254593,-34.6200452,-58.433521,Departamento,4.0,90.0,199000.0
442648,-34.6245671,-58.45462,Departamento,3.0,111.64332436448706,120000.0
440959,-34.6215268,-58.453149,Departamento,2.0,42.0,74000.0
56370,-34.5807667,-58.4957238,Departamento,1.0,55.0,115000.0
338101,-34.6034964,-58.3797922,Departamento,1.0,24.0,44900.0
162596,-34.6214272,-58.3610275,Departamento,1.0,42.0,250000.0
406110,-34.637103,-58.4685261,Departamento,2.0,37.0,100000.0
110758,-34.6071573,-58.4277658,Departamento,2.0,50.0,99000.0
113774,-34.563776,-58.463841,Departamento,4.0,115.0,330000.0
129761,-34.5821386,-58.4213484,Departamento,2.0,55.99743356701189,130000.0
165669,-34.6346508,-58.5080912,PH,2.0,62.0,120000.0
384836,-34.5701586,-58.456867,PH,2.0,50.0,148500.0
153415,-34.6219671,-58.3725981,Departamento,3.0,75.0,145000.0
398291,-34.6267212,-58.481986,Departamento,4.0,115.0,220000.0
264940,-34.5542878,-58.4485662,Departamento,1.0,34.0,86650.0
23758,-34.6247148,-58.4998579,PH,3.0,153.0,189000.0
33239,-34.536488,-58.467405,Departamento,5.0,95.0,225000.0
370868,-34.5907103,-58.4333784,PH,2.0,45.0,140000.0
129146,-34.6114038,-58.3732641,Departamento,1.0,31.0,92000.0
186111,-34.5820809417,-58.4088742195,Departamento,1.0,32.0,95000.0
64521,-34.5876651,-58.4056873,Departamento,2.0,54.47181790748739,70000.0
187935,-34.6045384,-58.4249555,Departamento,1.0,42.0,78893.0
104175,-34.5995979,-58.4939245,Departamento,3.0,89.0,340000.0
254215,-34.576275,-58.438921,Departamento,2.0,42.0,99500.0
185075,-34.5846753,-58.4195713,Departamento,4.0,83.0,206000.0
350792,-34.6001497,-58.3782439,Departamento,3.0,113.93174785377381,190000.0
159849,-34.5774552,-58.4245768,Departamento,4.0,120.0,420000.0
68076,-34.597653,-58.4160646,Departamento,3.0,70.0,189000.0
23323,-34.638672,-58.504261,Departamento,3.0,64.0,129000.0
150778,-34.60156,-58.397121,Departamento,3.0,70.0,115000.0
316134,-34.5584397,-58.468252,Departamento,4.0,131.0,369000.0
230569,-34.63912,-58.521075,Departamento,2.0,43.0,69000.0
345037,-34.6064996,-58.4356338,Departamento,3.0,55.0,120000.0
187393,-34.622124,-58.4204129,PH,3.0,44.0,110000.0
334365,-34.6115847,-58.4059307,Departamento,2.0,45.0,74900.0
409495,-34.5740637,-58.4460504,Departamento,4.0,161.0,700000.0
152077,-34.5548436,-58.4565897,Departamento,1.0,47.0,99000.0
192063,-34.6280178,-58.4613114,Departamento,2.0,46.0,75000.0
347760,-34.5884927,-58.5169201,PH,4.0,165.0,249000.0
269121,-34.5937601,-58.4067626,Departamento,4.0,87.0,235000.0
36990,-34.6248648,-58.3769236,Departamento,2.0,49.0,90000.0
381760,-34.608897106,-58.3894765378,Departamento,3.0,80.0,169000.0
262350,-34.5697457,-58.4766537,Departamento,2.0,56.0,160000.0
215689,-34.5711429,-58.4970589,Departamento,3.0,68.0,133000.0
142157,-34.5877279,-58.4077003,Departamento,4.0,90.0,285000.0
59952,-34.5551432,-58.4510166,Departamento,1.0,30.0,111230.0
82196,-34.5910063,-58.4026461,Departamento,1.0,23.0,65000.0
379859,-34.6165389,-58.449642,Departamento,2.0,47.0,138250.0
147990,-34.5967456,-58.4458067,Departamento,3.0,61.0,139000.0
360385,-34.591368,-58.4111046,Departamento,4.0,120.0,335000.0
226407,-34.628301,-58.437369,Departamento,3.0,65.0,155000.0
12012,-34.632529,-58.361631,Departamento,2.0,55.0,64000.0
111049,-34.5749200149,-58.4717031125,Departamento,1.0,44.0,99000.0
120149,-34.5728906,-58.4781853,Departamento,1.0,41.0,103000.0
196655,-34.5796965,-58.4918966,Departamento,1.0,34.0,79000.0
147806,-34.6258802,-58.433286,Departamento,4.0,80.0,179000.0
243866,-34.5853609,-58.4796152,Departamento,3.0,73.0,180000.0
73719,-34.6108494,-58.3619581,Departamento,1.0,55.0,550000.0
150707,-34.629469,-58.452123,Departamento,1.0,40.0,107900.0
55721,-34.6171199437,-58.4905381429,Departamento,3.0,68.0,140000.0
347281,-34.5592437,-58.4648014,Departamento,2.0,42.0,145000.0
433742,-34.60981,-58.4240422,Departamento,3.0,88.0,154000.0
376656,-34.5692419,-58.4711844,Departamento,3.0,110.0,285000.0
410357,-34.6087236,-58.4566503,PH,3.0,59.0,98500.0
272878,-34.6415531,-58.4775858,Departamento,4.0,69.0,79000.0
48644,-34.5705179,-58.4914578,Departamento,2.0,46.84373960986488,72000.0
115460,-34.6023547,-58.5209585,Departamento,3.0,95.0,285000.0
124522,-34.5841353,-58.4221065,Departamento,4.0,118.0,295000.0
246694,-34.5514119622,-58.4462356567,Departamento,4.0,85.0,190000.0
14895,-34.607736,-58.415751,Departamento,1.0,32.0,70000.0
406028,-34.623342,-58.417559,Departamento,2.0,46.0,99000.0
455402,-34.573385,-58.499845,PH,3.0,92.0,159900.0
327863,-34.6185313751,-58.4307347625,Departamento,4.0,110.0,283000.0
31344,-34.5859985,-58.4544363,Departamento,3.0,69.0,199000.0
422427,-34.620661,-58.434019,Departamento,2.0,34.0,75000.0
399549,-34.6063121,-58.3908438,Departamento,4.0,96.0,150000.0
238536,-34.6174551,-58.4428296,Departamento,3.0,75.0,159000.0
123492,-34.629079,-58.494723,Departamento,3.0,77.0,99000.0
16699,-34.5542148396,-58.4617710114,Departamento,3.0,84.0,180000.0
224258,-34.5946685,-58.3872215,Departamento,4.0,137.0,398000.0
164379,-34.6018262,-58.4369967,Departamento,3.0,56.0,103000.0
252719,-34.5633947,-58.4385078,Departamento,3.0,132.23913576806783,469000.0
239890,-34.6042021,-58.426116,Departamento,1.0,36.0,90209.0
187399,-34.6121653,-58.4975271,PH,2.0,39.0,75000.0
95394,-34.6337964,-58.4299205,PH,2.0,55.0,90000.0
196192,-34.6323274,-58.4534774,Departamento,2.0,38.0,75000.0
308357,-34.6198168805,-58.5294914246,Casa,5.0,336.0,249000.0
264634,-34.5758726,-58.4867598,Departamento,2.0,45.0,78000.0
443960,-34.587467741,-58.4057613281,Departamento,3.0,57.0,133900.0
79699,-34.5786632,-58.4650706,PH,2.0,82.0,125000.0
83949,-34.5584791,-58.4464177,Departamento,2.0,78.0,240000.0
174095,-34.6320423,-58.3760804,Departamento,5.0,110.0,198000.0
270866,-34.5818517,-58.4546411,PH,4.0,178.0,289000.0
68101,-34.5782,-58.4349,Departamento,3.0,88.0,264000.0
419736,-34.6102317,-58.4279965,PH,3.0,70.0,125000.0
183044,-34.5859323444,-58.3875908307,Departamento,4.0,95.0,278000.0
390321,-34.6071674,-58.3850363,Departamento,3.0,98.0,115000.0
178222,-34.6200035,-58.4270926,Departamento,5.0,250.0,495000.0
133696,-34.6272998,-58.4494927,Departamento,4.0,135.0,385000.0
372942,-34.6108138,-58.4384152,Departamento,2.0,50.0,96500.0
97129,-34.5871377,-58.4481284,PH,4.0,164.23798384291322,300000.0
240276,-34.5887818,-58.3903082,Departamento,3.0,120.0,320000.0
250542,-34.5909585,-58.395094,Departamento,2.0,109.36366088065134,328000.0
52602,-34.5526401,-58.4764544,PH,3.0,104.0,164990.0
257901,-34.5906021,-58.3999558,Departamento,3.0,92.0,250000.0
293742,-34.5973553949,-58.4042679079,Departamento,1.0,45.0,121658.0
355389,-34.5413292,-58.4640256,Departamento,3.0,217.0,1000000.0
200591,-34.5881722,-58.420532,Departamento,3.0,65.0,149000.0
37206,-34.5925839,-58.4117918,Departamento,2.0,33.0,67000.0
401376,-34.5633947,-58.4385078,Departamento,3.0,132.23913576806783,469000.0
408257,-34.5734486589,-58.4386732381,Departamento,3.0,53.0,120000.0
241282,-34.6102409,-58.4096951,Departamento,6.0,202.0,195000.0
242213,-34.5717751,-58.4293739,Departamento,2.0,42.0,155000.0
405044,-34.6182613143,-58.3962650041,Departamento,3.0,69.0,169000.0
319698,-34.5925497,-58.4549177,PH,4.0,134.0,210000.0
434071,-34.5674865,-58.4684846,Departamento,2.0,46.0,108000.0
459567,-34.6323645,-58.3758683,Departamento,4.0,69.0,165000.0
117424,-34.6278968,-58.47677,Departamento,3.0,53.0,89000.0
314860,-34.6369824,-58.4206419,PH,3.0,65.0,128000.0
74774,-34.635721,-58.4256351,Departamento,3.0,45.0,55000.0
137166,-34.5820981,-58.4488594,Departamento,2.0,50.0,155840.0
186382,-34.6033543,-58.4425606,Departamento,2.0,42.0,92000.0
230539,-34.5971747008,-58.3797054595,Departamento,1.0,45.0,119000.0
28747,-34.5898314833,-58.415962271,Departamento,2.0,42.0,118000.0
330960,-34.6241991,-58.4378392,Departamento,3.0,54.0,148000.0
171189,-34.566787,-58.462843,Departamento,4.0,132.0,390000.0
329988,-34.6218334423,-58.4393531084,Departamento,3.0,80.0,135000.0
378055,-34.5755279,-58.4433316,Departamento,3.0,47.0,95000.0
315411,-34.55567,-58.45527,Departamento,1.0,31.0,79000.0
266107,-34.552599,-58.462694,Departamento,3.0,78.0,210000.0
231482,-34.620077,-58.424616,PH,1.0,40.0,72000.0
437352,-34.5760063,-58.4561741,Casa,5.0,305.0,490000.0
121816,-34.602733402,-58.3772210885,Departamento,2.0,37.0,55000.0
457769,-34.5805979,-58.4040725,Departamento,4.0,160.0,1150000.0
307717,-34.5500514,-58.4547289,Departamento,3.0,76.0,235000.0
246453,-34.605607,-58.4200532,Departamento,2.0,34.0,60000.0
168176,-34.6251741,-58.3680309,Departamento,2.0,61.0,175000.0
13209,-34.5491626,-58.455529,Departamento,3.0,43.0,135000.0
324846,-34.60881,-58.431124,PH,5.0,130.0,170000.0
430906,-34.6847602,-58.4606358,Departamento,4.0,79.0,69998.0
15713,-34.6768511,-58.4533824,Departamento,3.0,64.0,123000.0
257250,-34.5970998,-58.3874868,Departamento,5.0,163.0,385000.0
198143,-34.6118715,-58.4155605,PH,3.0,75.0,110000.0
117564,-34.5732486879,-58.4216672386,Departamento,4.0,76.0,310000.0
19820,-34.5994483,-58.3872239,Departamento,3.0,55.0,110000.0
385390,-34.6034744,-58.4094962,Departamento,1.0,40.0,89000.0
103975,-34.5933257,-58.4050871,Departamento,5.0,220.0,600000.0
159846,-34.5694434331,-58.4312309302,Departamento,3.0,85.0,298000.0
320460,-34.585014,-58.4214557,Departamento,4.0,116.0,325000.0
163042,-34.6290711,-58.4586445,Departamento,2.0,59.0,90000.0
375647,-34.6058474,-58.4677164,Departamento,2.0,54.0,92000.0
93295,-34.5782984,-58.4799485,Departamento,4.0,81.0,244000.0
335779,-34.6287652,-58.3617283,Departamento,1.0,18.0,32000.0
214136,-34.6395113,-58.4335317,Departamento,2.0,54.0,120000.0
40998,-34.6034964,-58.3797922,Departamento,1.0,24.0,45000.0
277371,-34.5558532,-58.4603749,Departamento,3.0,65.0,154900.0
157216,-34.5662509,-58.4660232,Departamento,3.0,61.0,170000.0
187228,-34.6113731,-58.3726,Departamento,2.0,38.0,67900.0
